ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto_name,proto_version,client_id,connect_status,will_topic,will_payload
1776833861.712717,CKfDGD1PS2kxaPTMe5,192.168.8.140,50891,192.168.8.236,1883,MQTT,3.1.1,(empty),Connection Accepted,-,-
