ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,ip_proto
1776833325.251317,CEHCgv3SCxWd2jRF44,192.168.8.123,44073,192.168.8.1,53,udp,dns,0.000863,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776833325.252236,CK5QLA3RXbe2ZSQ8Yh,192.168.8.123,42890,192.168.8.1,53,udp,dns,0.000373,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776833325.252815,CSaWe0130dJGqGX6Bi,192.168.8.123,40916,192.168.8.1,53,udp,dns,0.000666,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776833325.253512,CLTpoG6oyXVHtTd22,192.168.8.123,37683,192.168.8.1,53,udp,dns,0.000314,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776833325.253952,C3uYHC40PiT7KtyPug,192.168.8.123,33490,192.168.8.1,53,udp,dns,0.000671,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776833325.254666,C6wEyAwFngtkqdsY9,192.168.8.123,56531,192.168.8.1,53,udp,dns,0.000334,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776833325.255183,CUs2BskCAOZtdj1q1,192.168.8.123,41699,192.168.8.1,53,udp,dns,0.000588,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776833325.255812,CS0FGk4l9lazsE55N,192.168.8.123,33028,192.168.8.1,53,udp,dns,0.000345,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776833325.256290,CzIT9I3CD5thNe8nOd,192.168.8.123,56809,192.168.8.1,53,udp,dns,0.000697,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776833325.257029,ChYzQv2EKcKFIfPPue,192.168.8.123,40741,192.168.8.1,53,udp,dns,0.000352,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776833325.257509,COAM0X1qt7Xya8sdMk,192.168.8.123,33875,192.168.8.1,53,udp,dns,0.000584,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776833325.258141,CpBWO83VATM0FzGEb9,192.168.8.123,55813,192.168.8.1,53,udp,dns,0.000291,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776833325.258592,C0gZ0s3rS3czxn5mGb,192.168.8.123,38216,192.168.8.1,53,udp,dns,0.000708,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776833325.259353,Clccvo3CvSXIQLbPcg,192.168.8.123,41508,192.168.8.1,53,udp,dns,0.000361,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776833325.259874,CqT6Dg4JWEtQ0O0Luh,192.168.8.123,60363,192.168.8.1,53,udp,dns,0.000604,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776833325.260525,CENRPJq0fL6ERici2,192.168.8.123,48055,192.168.8.1,53,udp,dns,0.000337,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776833325.261016,Cgb6O23Zg5eFo5Axk9,192.168.8.123,46755,192.168.8.1,53,udp,dns,0.000593,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776833325.261654,CQsUUA1HJ7kNs0qMl2,192.168.8.123,33815,192.168.8.1,53,udp,dns,0.000360,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776833325.262139,CFJvbe1D0j5ccQafch,192.168.8.123,34783,192.168.8.1,53,udp,dns,0.000594,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776833325.262767,CAMW0w4uuKS5T80lb4,192.168.8.123,45826,192.168.8.1,53,udp,dns,0.000342,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776833328.329787,C5AN3z19bidXkpQNg,192.168.8.236,51505,192.168.8.1,53,udp,dns,0.000841,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776833328.330815,CVnNgl13ke51lym1q4,192.168.8.236,52180,192.168.8.1,53,udp,dns,0.000220,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776833328.331655,CQ8nTL2Hge4tNU5Mtd,192.168.8.236,40623,192.168.8.1,53,udp,dns,0.000545,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776833328.332366,CRK6hd4QoDb5iexMul,192.168.8.236,41749,192.168.8.1,53,udp,dns,0.000204,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776833328.333197,CDdgPk3e8G7WjAJaDb,192.168.8.236,38166,192.168.8.1,53,udp,dns,0.000614,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776833328.333982,CPMBh92XLPNOQW1pi8,192.168.8.236,60239,192.168.8.1,53,udp,dns,0.000268,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776833328.334799,CjwNSg4mmELjXPou3g,192.168.8.236,43324,192.168.8.1,53,udp,dns,0.000527,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776833328.335494,COlOZA3DUIyfTrUCFj,192.168.8.236,47672,192.168.8.1,53,udp,dns,0.000259,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776833328.336305,Ci2LiI3ToX5YRJvCdj,192.168.8.236,49154,192.168.8.1,53,udp,dns,0.000511,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776833328.337021,CoqkPi2N1R4prY0P94,192.168.8.236,38449,192.168.8.1,53,udp,dns,0.000249,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776833328.337822,CRv7IK2Z6WpkQxAXK8,192.168.8.236,34696,192.168.8.1,53,udp,dns,0.000516,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776833328.338502,CeEcFD2Y3zUXTppMdd,192.168.8.236,50315,192.168.8.1,53,udp,dns,0.000199,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776833328.339250,Cuf42Sj8pGbzYf608,192.168.8.236,55200,192.168.8.1,53,udp,dns,0.000507,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776833328.339925,CLAnN01lxJYSftzyUb,192.168.8.236,60136,192.168.8.1,53,udp,dns,0.000261,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776833328.340762,CIkXhf3k9u6WzZAyLk,192.168.8.236,57673,192.168.8.1,53,udp,dns,0.000628,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776833328.341559,CW7ja04urPdpMULwT6,192.168.8.236,53063,192.168.8.1,53,udp,dns,0.000208,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776833328.342333,C3Jcj02xFsVC6blsR6,192.168.8.236,48587,192.168.8.1,53,udp,dns,0.000517,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776833328.343013,CZyGAjXkd0U6Znh96,192.168.8.236,52226,192.168.8.1,53,udp,dns,0.000260,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776833328.343819,CIATgT1GunprpAb4Yc,192.168.8.236,40622,192.168.8.1,53,udp,dns,0.000508,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776833328.344495,CfQ8UF1akgqHvbisFl,192.168.8.236,56800,192.168.8.1,53,udp,dns,0.000199,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
