ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,ip_proto
1776867785.376092,CTMQiW1E2ptFWoH7Ok,192.168.8.236,55795,192.168.8.1,53,udp,dns,0.000879,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776867785.377157,C1ae0R3dmKPgaI7ysi,192.168.8.236,58642,192.168.8.1,53,udp,dns,0.000240,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776867785.378000,Csf9gQ2HUMrmQKRAQ6,192.168.8.236,60079,192.168.8.1,53,udp,dns,0.000518,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776867785.378692,CddYYX3xGvIGtwmIKd,192.168.8.236,34747,192.168.8.1,53,udp,dns,0.000207,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776867785.379511,CWLJkP3h6tp5kFSgKd,192.168.8.236,52298,192.168.8.1,53,udp,dns,0.000511,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776867785.380193,CUjqws1iaiU2OrUzSf,192.168.8.236,57982,192.168.8.1,53,udp,dns,0.000282,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776867785.381051,CCW6UG2ORpIxaEJLA1,192.168.8.236,55385,192.168.8.1,53,udp,dns,0.000507,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776867785.381740,Cs6ZSo4Dkb02kTfWk9,192.168.8.236,33767,192.168.8.1,53,udp,dns,0.000285,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776867785.382581,CkEEEA1lSr3G0Cl5Z8,192.168.8.236,54186,192.168.8.1,53,udp,dns,0.000684,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776867785.383451,CGbEzRsKazdqs1yMh,192.168.8.236,44534,192.168.8.1,53,udp,dns,0.000259,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776867785.384273,CqIFLf2Rzd8XJZpi9a,192.168.8.236,45398,192.168.8.1,53,udp,dns,0.000532,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776867785.384981,CRh3yd3101i6ND4pHg,192.168.8.236,58588,192.168.8.1,53,udp,dns,0.000206,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776867785.385738,CGdWUW2Wuc8hxPcHw9,192.168.8.236,41062,192.168.8.1,53,udp,dns,0.000534,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776867785.386439,CYIVF63JaFmVtUFt0e,192.168.8.236,51626,192.168.8.1,53,udp,dns,0.000203,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776867785.387287,CswcOr1lwYM9LbKWdf,192.168.8.236,52360,192.168.8.1,53,udp,dns,0.000520,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776867785.387986,CX2LHYGLngMl6unQb,192.168.8.236,37246,192.168.8.1,53,udp,dns,0.000276,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776867785.388820,CUPnMoncWAngEjHS6,192.168.8.236,49073,192.168.8.1,53,udp,dns,0.000522,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776867785.389515,CQf3IYGZqamEooBj2,192.168.8.236,43032,192.168.8.1,53,udp,dns,0.000197,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776867785.390258,CYFXJy2wZhHeJtmnsh,192.168.8.236,44172,192.168.8.1,53,udp,dns,0.000526,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776867785.390986,C1XxX12vEuIHqtByJl,192.168.8.236,50733,192.168.8.1,53,udp,dns,0.000251,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776867812.621675,CKuUZg3oAG5ayISlXh,192.168.8.123,35819,192.168.8.1,53,udp,dns,0.000940,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776867812.622656,CSRpXY1FfPMI5B0rY8,192.168.8.123,36755,192.168.8.1,53,udp,dns,0.000306,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776867812.623247,CELmKs1AtrTa6MMlV9,192.168.8.123,60323,192.168.8.1,53,udp,dns,0.000759,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776867812.624050,C6K7RL36iWvgUG5hUa,192.168.8.123,32944,192.168.8.1,53,udp,dns,0.000289,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776867812.624608,CubHx7jQ9oGbohaF2,192.168.8.123,53652,192.168.8.1,53,udp,dns,0.000688,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776867812.625339,COgCXCiLKjeWpfTl,192.168.8.123,56713,192.168.8.1,53,udp,dns,0.000348,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776867812.625955,Crc6Pc3xZdrlxMRVy7,192.168.8.123,51755,192.168.8.1,53,udp,dns,0.000600,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776867812.626588,C9eAKwBKggPa8Fi1d,192.168.8.123,45033,192.168.8.1,53,udp,dns,0.000291,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776867812.627178,CuFZLk4TOSBZnCN3fh,192.168.8.123,53480,192.168.8.1,53,udp,dns,0.000584,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776867812.627805,CA5xwA3XjVpkrnj8g7,192.168.8.123,42439,192.168.8.1,53,udp,dns,0.000296,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776867812.628395,CgUvx11HWITcexSO2a,192.168.8.123,46607,192.168.8.1,53,udp,dns,0.000731,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776867812.629170,CuO5x846uK2rUvwiul,192.168.8.123,51832,192.168.8.1,53,udp,dns,0.000389,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776867812.629808,CfFAx33VHELGBc3K6c,192.168.8.123,35369,192.168.8.1,53,udp,dns,0.002283,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776867812.632153,Cs3h6QaiBx7L4Pyz4,192.168.8.123,42860,192.168.8.1,53,udp,dns,0.000291,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776867812.632773,C3eAWg3lm9R876Jrd3,192.168.8.123,40544,192.168.8.1,53,udp,dns,0.000694,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776867812.633566,CV59Geqr1RUhUvteb,192.168.8.123,45039,192.168.8.1,53,udp,dns,0.000300,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776867812.634165,Ci68oW23WbQ7qslrd2,192.168.8.123,56237,192.168.8.1,53,udp,dns,0.000606,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776867812.634820,Cwkacu244Tjkzv4rm9,192.168.8.123,51391,192.168.8.1,53,udp,dns,0.000299,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776867812.635406,C9NRhj2sddoDh3t5Kl,192.168.8.123,36017,192.168.8.1,53,udp,dns,0.000601,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776867812.636054,CQCUEy22hIHV6IOYm3,192.168.8.123,40159,192.168.8.1,53,udp,dns,0.000704,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776867815.625681,C7iT353RMI3SSiQXVl,192.168.8.236,39935,192.168.8.1,53,udp,dns,0.001031,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776867815.626899,CKxu6K39u28WRdWI9a,192.168.8.236,40708,192.168.8.1,53,udp,dns,0.000238,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776867815.627731,CG47qx2f9OdUpb7dji,192.168.8.236,40351,192.168.8.1,53,udp,dns,0.000528,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776867815.628431,C2FhiH2XQpe9Umo3La,192.168.8.236,59168,192.168.8.1,53,udp,dns,0.000227,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776867815.629226,CEeVrN3vWjB6e0LsA6,192.168.8.236,35149,192.168.8.1,53,udp,dns,0.000608,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776867815.630013,CoyBju32tpHO6MEGC8,192.168.8.236,51642,192.168.8.1,53,udp,dns,0.000218,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776867815.630970,CYguA22FUaOXLw8stj,192.168.8.236,58433,192.168.8.1,53,udp,dns,0.000593,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776867815.631732,CaBBmlXfnpKxweHr9,192.168.8.236,60334,192.168.8.1,53,udp,dns,0.000208,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776867815.632537,COSPN530tiAM1cpZd4,192.168.8.236,47621,192.168.8.1,53,udp,dns,0.000564,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776867815.633268,CC5i1sIZC8CpBboUl,192.168.8.236,48978,192.168.8.1,53,udp,dns,0.000219,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776867815.634065,CMDIgVBZBUsudSdg3,192.168.8.236,50305,192.168.8.1,53,udp,dns,0.000643,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776867815.634882,CSI8C73goeBVjxXi6j,192.168.8.236,53435,192.168.8.1,53,udp,dns,0.000264,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776867815.635750,CcJs63XnHqRyju9t5,192.168.8.236,35901,192.168.8.1,53,udp,dns,0.000622,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776867815.636542,CZINap1K8ejUJJzKFj,192.168.8.236,37718,192.168.8.1,53,udp,dns,0.000207,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
