ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,ip_proto
1776869536.871487,Ccsg0a1zDzIotGXAR,192.168.8.123,53574,192.168.8.1,53,udp,dns,0.000958,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776869536.872485,C1vsgE3c8RxSabYuWl,192.168.8.123,51377,192.168.8.1,53,udp,dns,0.000323,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776869536.872973,CjeKt63GWJrYFz3hJ6,192.168.8.123,53390,192.168.8.1,53,udp,dns,0.000676,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776869536.873677,CK31K13bMCRwXMNHWi,192.168.8.123,45586,192.168.8.1,53,udp,dns,0.000329,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776869536.876447,CQYI8y4sc0ZgEelSj4,192.168.8.123,56853,192.168.8.1,53,udp,dns,0.000672,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776869536.877149,CuJC3UuPTRvW7SI1f,192.168.8.123,47898,192.168.8.1,53,udp,dns,0.000354,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776869536.877764,CbEXyO1DovAevVyrk3,192.168.8.123,50526,192.168.8.1,53,udp,dns,0.000605,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776869536.878416,Cowz5F3kWPUzc0lTU8,192.168.8.123,39455,192.168.8.1,53,udp,dns,0.000293,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776869536.878868,C9iUu03BbYvcNAFx1,192.168.8.123,53162,192.168.8.1,53,udp,dns,0.000590,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776869536.879488,C5WRV11SsNFmGWjVX6,192.168.8.123,52630,192.168.8.1,53,udp,dns,0.000292,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776869536.879913,CxJETR2zpo8NuGbbQ2,192.168.8.123,48510,192.168.8.1,53,udp,dns,0.000679,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776869536.880622,CuQpeKchoppQbjGvj,192.168.8.123,57643,192.168.8.1,53,udp,dns,0.000344,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776869536.881123,CRclznqi9dyy2WoU9,192.168.8.123,45589,192.168.8.1,53,udp,dns,0.000635,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776869536.881787,CuvuMlNiciFmm5WD2,192.168.8.123,50011,192.168.8.1,53,udp,dns,0.000324,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776869536.884490,CmTuYC4zn2QrU9GLB2,192.168.8.123,58466,192.168.8.1,53,udp,dns,0.000718,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776869536.885248,CYyvba2j4hi1hDh0A1,192.168.8.123,49930,192.168.8.1,53,udp,dns,0.000325,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
