ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,ip_proto
1776869173.883538,CA4pHS2BfItj1vRuH8,192.168.8.123,54908,192.168.8.1,53,udp,dns,0.000601,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776869173.884183,Cx1q9q1peZwsgxmGO,192.168.8.123,44931,192.168.8.1,53,udp,dns,0.000303,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776869176.853552,CqqfGw3xO7jvT28gbi,192.168.8.236,42353,192.168.8.1,53,udp,dns,0.000937,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776869176.854667,C4rn2rwLGfxuZJpSh,192.168.8.236,50673,192.168.8.1,53,udp,dns,0.000239,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776869176.855509,CGNMtz3uHwId6uOPU4,192.168.8.236,50841,192.168.8.1,53,udp,dns,0.000580,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776869176.856278,CStmaz4vzLhHPHmvre,192.168.8.236,48375,192.168.8.1,53,udp,dns,0.000225,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776869176.857124,CNx7Hm2E71sSoKCen2,192.168.8.236,54650,192.168.8.1,53,udp,dns,0.000522,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776869176.857826,CrIYRP3ez05bOKLO47,192.168.8.236,42560,192.168.8.1,53,udp,dns,0.000276,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776869176.858679,CJScPj4dWNuLCH5EIb,192.168.8.236,53236,192.168.8.1,53,udp,dns,0.000518,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776869176.859373,CM2uAmtlHVNdXNoq2,192.168.8.236,60397,192.168.8.1,53,udp,dns,0.000202,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776869176.860141,CHFYrG1ESRLQBctbQ9,192.168.8.236,58212,192.168.8.1,53,udp,dns,0.000553,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776869176.860873,CdPfn8UPqHQAW57kh,192.168.8.236,40563,192.168.8.1,53,udp,dns,0.000260,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776869176.861697,C3AzjI1EYZUznH0QBh,192.168.8.236,35870,192.168.8.1,53,udp,dns,0.000523,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776869176.862394,CmP0AA2tmNe9eHlykg,192.168.8.236,47477,192.168.8.1,53,udp,dns,0.000256,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
