ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto_name,proto_version,client_id,connect_status,will_topic,will_payload
1776868654.907783,CPTTAv2xyeAzp4Fum,192.168.8.140,51521,192.168.8.236,1883,MQTT,3.1.1,(empty),Connection Accepted,-,-
