ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,ip_proto
1776868417.621492,CYhvrs441fqgDN1g8h,192.168.8.123,54389,192.168.8.1,53,udp,dns,0.001029,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776868417.622576,Cmhbz7hxgygxl6ki2,192.168.8.123,35956,192.168.8.1,53,udp,dns,0.000315,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776868417.623072,CmvGZr4bT5YFmgxJQb,192.168.8.123,41911,192.168.8.1,53,udp,dns,0.000626,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776868417.623731,CaauQF24nfVODPTBMh,192.168.8.123,42732,192.168.8.1,53,udp,dns,0.000414,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776868417.624281,CeBEpz3wvdS5JUYzYj,192.168.8.123,47122,192.168.8.1,53,udp,dns,0.000595,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776868417.624908,CPSUX01nTijCnn08W8,192.168.8.123,53695,192.168.8.1,53,udp,dns,0.000350,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776868417.625383,CYlY7d353vBdqovQf,192.168.8.123,50982,192.168.8.1,53,udp,dns,0.000674,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776868417.626090,Czsyxr1Yb4mRzTuy5i,192.168.8.123,36965,192.168.8.1,53,udp,dns,0.000301,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776868417.626522,CikM1v4zrkocEge816,192.168.8.123,36239,192.168.8.1,53,udp,dns,0.000590,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776868417.627142,CBt7KB2qEdIPhr2MFa,192.168.8.123,43503,192.168.8.1,53,udp,dns,0.000298,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776868417.627570,Can1WrCW4DmptHc1c,192.168.8.123,44923,192.168.8.1,53,udp,dns,0.000587,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776868417.628186,C3Bccw1kWOMMUcW1lb,192.168.8.123,43479,192.168.8.1,53,udp,dns,0.000346,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776868417.628636,CdBGqf4P3MU6oy9gb6,192.168.8.123,59545,192.168.8.1,53,udp,dns,0.000685,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776868417.629352,C5jDfy3nLhtLavbXOb,192.168.8.123,46489,192.168.8.1,53,udp,dns,0.000343,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776868417.629811,COc1MxeUZ4AiNCP4g,192.168.8.123,38781,192.168.8.1,53,udp,dns,0.001085,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776868417.630950,Ck3tV5oUR7O5DPn13,192.168.8.123,52111,192.168.8.1,53,udp,dns,0.000308,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776868417.632901,CL236w44Xmp3PfmVlc,192.168.8.123,41433,192.168.8.1,53,udp,dns,0.000690,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776868417.633627,CrA36K2YwsWSABlXIi,192.168.8.123,50045,192.168.8.1,53,udp,dns,0.000302,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776868417.634085,C2kAHaMxjRpJtcsRe,192.168.8.123,40142,192.168.8.1,53,udp,dns,0.000601,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776868417.634724,CudJCe1qHxv8P2S1o3,192.168.8.123,56699,192.168.8.1,53,udp,dns,0.000346,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776868420.615828,CY0CQKdBHXWayzjq3,192.168.8.236,36936,192.168.8.1,53,udp,dns,0.000969,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776868420.616979,CrmiNFwXcrysWJjRl,192.168.8.236,37017,192.168.8.1,53,udp,dns,0.000276,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776868420.617838,CgdMCv2Xuieyddqdg1,192.168.8.236,58767,192.168.8.1,53,udp,dns,0.000619,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776868420.618634,CwHsT22oiaC4qqHyUa,192.168.8.236,49379,192.168.8.1,53,udp,dns,0.000218,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776868420.619404,CF9qLu4AZ0EJX5KGE5,192.168.8.236,48105,192.168.8.1,53,udp,dns,0.000532,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776868420.620108,CreNHi2QQlsed5UXj7,192.168.8.236,40828,192.168.8.1,53,udp,dns,0.000207,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776868420.620927,ChK6kM3KbjwPjIYlre,192.168.8.236,48400,192.168.8.1,53,udp,dns,0.000592,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
