ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,ip_proto
1776826945.683963,CQfzkZ3NsyweHmOwBg,192.168.8.236,39745,192.168.8.1,53,udp,dns,0.000854,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776826945.685055,CEESPS3BZOctKO61Y6,192.168.8.236,52829,192.168.8.1,53,udp,dns,0.000243,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776826945.686501,ChY3zhEq0H9DX4yE1,192.168.8.236,52700,192.168.8.1,53,udp,dns,0.000558,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776826945.687230,CFiBvx14avqpPUMG5j,192.168.8.236,35422,192.168.8.1,53,udp,dns,0.000208,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776826945.688579,CMr6y12gZsiflPkMxk,192.168.8.236,37561,192.168.8.1,53,udp,dns,0.000515,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776826945.689267,CzNPJA4SdpjARUMMMe,192.168.8.236,42959,192.168.8.1,53,udp,dns,0.000200,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776826945.690570,Cm8tkx3NKnyBxoDuS1,192.168.8.236,33184,192.168.8.1,53,udp,dns,0.000535,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776826945.691273,CoDssgtZOKhcGMnRl,192.168.8.236,49711,192.168.8.1,53,udp,dns,0.000201,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776826945.692560,CdroBN28eeuJLfLp29,192.168.8.236,39374,192.168.8.1,53,udp,dns,0.000512,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776826945.693242,CPYWGM3Z14FSu42994,192.168.8.236,42756,192.168.8.1,53,udp,dns,0.000204,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776826945.694703,CmPStt3Kjm0aOvhnP1,192.168.8.236,43134,192.168.8.1,53,udp,dns,0.000510,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776826945.695384,CbuVUHssSnuEc7gI1,192.168.8.236,48191,192.168.8.1,53,udp,dns,0.000202,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776826945.696679,CeJOCC4Ut7SJMviaM7,192.168.8.236,44531,192.168.8.1,53,udp,dns,0.000558,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776826945.697405,CA4SqVKEHtHDq6Xec,192.168.8.236,50365,192.168.8.1,53,udp,dns,0.000201,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776826945.698697,C4tZuY3ZezmZNncxac,192.168.8.236,39313,192.168.8.1,53,udp,dns,0.000505,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776826945.699377,CUEgr94C9dvEINV5lk,192.168.8.236,49841,192.168.8.1,53,udp,dns,0.000215,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776826945.700681,CHTr8r14EEyilR2dSg,192.168.8.236,55364,192.168.8.1,53,udp,dns,0.000554,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776826945.701405,Cfmcu242c5Hqmfee19,192.168.8.236,34291,192.168.8.1,53,udp,dns,0.000202,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776826945.702701,CmXSNTpx9MWm0PLZa,192.168.8.236,51267,192.168.8.1,53,udp,dns,0.000582,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
