ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,ip_proto
1776841434.621640,CZToLc4cOp5MYrwidi,192.168.8.123,52717,192.168.8.1,53,udp,dns,0.001087,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776841434.622781,Cts9701VjJwcVk8NFj,192.168.8.123,35715,192.168.8.1,53,udp,dns,0.000533,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776841434.623667,C3EMohCIOzBrKwmTg,192.168.8.123,33762,192.168.8.1,53,udp,dns,0.000648,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776841434.624358,C9iNZc2150KtL3MvOd,192.168.8.123,60026,192.168.8.1,53,udp,dns,0.000316,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776841434.624940,C87J1L3zq91OpwOzE5,192.168.8.123,51301,192.168.8.1,53,udp,dns,0.000635,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776841434.625605,CsEo9p1YJEpSFCbC36,192.168.8.123,37276,192.168.8.1,53,udp,dns,0.000334,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776841434.626230,C8QMUJ2vz5JdinAJMe,192.168.8.123,34239,192.168.8.1,53,udp,dns,0.000725,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776841434.627010,C3HyweE9qLqqPbaY1,192.168.8.123,50466,192.168.8.1,53,udp,dns,0.000304,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776841434.627643,C8SR773T7oxxWhMVr3,192.168.8.123,40601,192.168.8.1,53,udp,dns,0.000632,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776841434.628313,Cz3wKF3X6vaHIxYmWl,192.168.8.123,58420,192.168.8.1,53,udp,dns,0.000296,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776841434.628887,COjkAf4YmGhi5L1dM3,192.168.8.123,35454,192.168.8.1,53,udp,dns,0.000599,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776841434.629523,CeOf9L1NAu1jfLYb21,192.168.8.123,59904,192.168.8.1,53,udp,dns,0.000350,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776841434.630141,CBGRLw28P0IHF4GCI4,192.168.8.123,37781,192.168.8.1,53,udp,dns,0.000673,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776841434.630846,CV6UITr267vJGmqj4,192.168.8.123,48284,192.168.8.1,53,udp,dns,0.000296,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776841434.631378,Cr4cMl4vJMW8LQNCd3,192.168.8.123,59247,192.168.8.1,53,udp,dns,0.000581,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776841434.631991,CdysoA2Kw5HOZJlhcf,192.168.8.123,34785,192.168.8.1,53,udp,dns,0.000293,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776841434.632520,CHFjK72YUJFYBviBje,192.168.8.123,58615,192.168.8.1,53,udp,dns,0.000657,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776841434.633207,CecrX2eIAHss7VOCf,192.168.8.123,53457,192.168.8.1,53,udp,dns,0.000290,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776841434.633729,Co0iBs22JQVqDcPtgc,192.168.8.123,39626,192.168.8.1,53,udp,dns,0.000674,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776841434.634439,Cz3FUe1vHUHlNHEd24,192.168.8.123,38040,192.168.8.1,53,udp,dns,0.000292,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776841438.057168,CX0g4y18vzdKYqoA19,192.168.8.236,39874,192.168.8.1,53,udp,dns,0.000914,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776841438.058268,CcM4bt3GfnIS7jrTn5,192.168.8.236,52971,192.168.8.1,53,udp,dns,0.000221,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776841438.059689,CHTUd64j1VC8yMjEx1,192.168.8.236,47153,192.168.8.1,53,udp,dns,0.000543,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776841438.060414,CMtF181F7T1JR3YG13,192.168.8.236,37382,192.168.8.1,53,udp,dns,0.000220,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776841438.061747,Ca1EhVYReUBuMFygi,192.168.8.236,45984,192.168.8.1,53,udp,dns,0.000525,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776841438.062443,Cg207A3z030JZvzSS9,192.168.8.236,34940,192.168.8.1,53,udp,dns,0.000274,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776841438.063862,Cc3H3442zVjUvB7Lm7,192.168.8.236,56132,192.168.8.1,53,udp,dns,0.000602,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776841438.064633,CSR8IA1sd1k6GFWol,192.168.8.236,47691,192.168.8.1,53,udp,dns,0.000261,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776841438.065795,C7tRQe18bxkv6v1UM7,192.168.8.236,59919,192.168.8.1,53,udp,dns,0.000535,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776841438.066515,CnhIRa1eaiQCP3Cvog,192.168.8.236,60372,192.168.8.1,53,udp,dns,0.000259,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776841438.067915,CFRTfM1taaFdZjeDod,192.168.8.236,43272,192.168.8.1,53,udp,dns,0.000529,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776841438.068612,CaCRZbON5Ekr3l5i2,192.168.8.236,33351,192.168.8.1,53,udp,dns,0.000262,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776841438.069759,CLA4AJFfs8eBKCsYl,192.168.8.236,47421,192.168.8.1,53,udp,dns,0.000548,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776841438.070487,CqU4m81X5CJK1J36Bb,192.168.8.236,33677,192.168.8.1,53,udp,dns,0.000204,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776841438.071870,CbvzwA4AowCdIcqZS5,192.168.8.236,52959,192.168.8.1,53,udp,dns,0.000514,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776841438.072555,CMmXnd4efSsmjNrfP3,192.168.8.236,34503,192.168.8.1,53,udp,dns,0.000216,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776841438.073743,CY2Kph33Q5sNI8Hlpe,192.168.8.236,52186,192.168.8.1,53,udp,dns,0.000494,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776841438.074422,CnvyXCrkzfQpbUknc,192.168.8.236,48394,192.168.8.1,53,udp,dns,0.000201,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776841438.075759,CxIs6mYMZnUs2Qzd4,192.168.8.236,36595,192.168.8.1,53,udp,dns,0.000639,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776841438.076565,Cd7E6hfjNY6jkUib1,192.168.8.236,37526,192.168.8.1,53,udp,dns,0.000283,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776841464.871603,CKnQRn4oJRxK1EtyOe,192.168.8.123,60746,192.168.8.1,53,udp,dns,0.000979,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776841464.872624,CnctytgMOJuqb10C5,192.168.8.123,45178,192.168.8.1,53,udp,dns,0.000402,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776841464.873395,CbwSXX1T9I0N9m66Ze,192.168.8.123,34587,192.168.8.1,53,udp,dns,0.000726,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776841464.874173,CRB1xV8P7JzMYh7D,192.168.8.123,56146,192.168.8.1,53,udp,dns,0.000356,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776841464.874889,Cjw9hO1nFb6Y1uo6p8,192.168.8.123,33133,192.168.8.1,53,udp,dns,0.000670,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776841464.875604,CBy6Ki2DPnIIZR5yJh,192.168.8.123,57800,192.168.8.1,53,udp,dns,0.000294,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776841464.876172,CnYFbu0o1JSxGTdMi,192.168.8.123,52577,192.168.8.1,53,udp,dns,0.000608,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776841464.876823,C9Hggs2u3P2wa1aAV6,192.168.8.123,34088,192.168.8.1,53,udp,dns,0.000293,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776841464.877367,CLj8eq9bYxZekVgKe,192.168.8.123,52481,192.168.8.1,53,udp,dns,0.000682,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776841464.878093,Cthbtt9zqeoeJbPU4,192.168.8.123,54766,192.168.8.1,53,udp,dns,0.000345,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776841464.878685,C6vA5cUkrF9CKJfik,192.168.8.123,37028,192.168.8.1,53,udp,dns,0.000587,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776841464.879315,CSB4lw3X6dk6Rx1JFl,192.168.8.123,57981,192.168.8.1,53,udp,dns,0.000300,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776841464.879912,Cxdn5m1gfLD2TXjHN4,192.168.8.123,52771,192.168.8.1,53,udp,dns,0.000662,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776841464.880617,CxkUPb3ohra4YLnW84,192.168.8.123,52623,192.168.8.1,53,udp,dns,0.000348,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776841464.881261,Cn8MBLwBZlXxsIT91,192.168.8.123,34120,192.168.8.1,53,udp,dns,0.000583,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776841464.881891,CiZFTk4wVmwFAvlWb7,192.168.8.123,44227,192.168.8.1,53,udp,dns,0.000294,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776841464.882471,CZAkMgnsw1w3vKzYi,192.168.8.123,36153,192.168.8.1,53,udp,dns,0.000595,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776841464.883119,CBtIHA4TiM7G7OFXj,192.168.8.123,59343,192.168.8.1,53,udp,dns,0.000314,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776841464.883872,CJbTcJ3gxGMbK9rmmj,192.168.8.123,35085,192.168.8.1,53,udp,dns,0.000735,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776841464.884659,CPmExW2Kjmr1Tj41D5,192.168.8.123,47307,192.168.8.1,53,udp,dns,0.000305,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776841468.306887,Ce0CO92qsBBjpU5a62,192.168.8.236,55865,192.168.8.1,53,udp,dns,0.000933,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776841468.307957,CvW1ycK5BO3tQJmy2,192.168.8.236,41478,192.168.8.1,53,udp,dns,0.000228,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776841468.309271,COfMB34UjuNbAYvR24,192.168.8.236,54141,192.168.8.1,53,udp,dns,0.001068,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776841468.310475,CeF5wr4Vjhhh9tDDog,192.168.8.236,35328,192.168.8.1,53,udp,dns,0.000259,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776841468.311924,CSAvkD1LV8p4o9sfk,192.168.8.236,48409,192.168.8.1,53,udp,dns,0.000691,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776841468.312789,CCqwvG4JCyH7pNoOXg,192.168.8.236,60286,192.168.8.1,53,udp,dns,0.000217,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
