ts,analyzer_kind,analyzer_name,uid,fuid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,failure_reason,failure_data
1776841701.071467,protocol,MQTT,CD1j982x20eUcDEU5j,-,192.168.8.140,58809,192.168.8.236,1883,tcp,Binpac exception: binpac exception: out_of_bound: MQTT_PDU:command: 51 > 48,-
