timestamp,src_ip,src_port,dest_ip,dest_port,proto,signature,category,severity
2026-04-09T15:15:32.522545+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:15:32.851969+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:15:34.519310+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:15:36.519540+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:15:38.519614+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:15:40.519838+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:15:42.519880+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:15:44.520210+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:15:46.520237+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:15:47.788189+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:15:48.520573+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:15:50.520517+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:15:52.520802+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:15:54.520795+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:15:56.521039+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:15:58.516423+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:16:00.521299+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:16:02.521431+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:16:04.521564+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:16:06.521747+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:16:08.521972+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:16:10.522042+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:16:12.522204+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:16:14.522386+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:16:16.522499+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:16:17.856807+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:16:18.522641+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:16:20.522798+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:16:22.522970+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:16:24.523098+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:16:26.523263+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:16:28.523437+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:16:30.523588+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:16:32.523730+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:16:34.523897+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:16:36.524122+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:16:38.524210+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:16:40.525504+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:16:42.524488+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:16:44.524646+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:16:46.524797+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:16:47.236282+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:16:48.524952+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:16:50.525156+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:16:52.525243+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:16:54.515487+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:16:56.515739+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:16:58.516818+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:17:00.516480+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:17:02.516438+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:17:04.516346+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:17:06.516369+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:17:08.517215+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
