ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,ip_proto
1776866631.093931,C1u2sI3NfCsMsXJNA1,192.168.8.140,5353,224.0.0.251,5353,udp,dns,-,-,-,S0,T,T,0,D,1,73,0,0,-,17
1776866632.871419,CPAABDCKd7EsjPza,192.168.8.123,48880,192.168.8.1,53,udp,dns,0.001142,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776866632.872607,CZJat31NwVcHR6zCxc,192.168.8.123,52754,192.168.8.1,53,udp,dns,0.000376,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776866632.873138,C6lHXj1b3NuAvFo1Ni,192.168.8.123,39538,192.168.8.1,53,udp,dns,0.000693,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776866632.873875,CLdhw8syFFxpoZUB6,192.168.8.123,43072,192.168.8.1,53,udp,dns,0.000368,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776866632.874381,CRqrwv2wV9j2kJu4Ve,192.168.8.123,34462,192.168.8.1,53,udp,dns,0.000697,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776866632.875110,CeJJnpVWy4NLywApe,192.168.8.123,43839,192.168.8.1,53,udp,dns,0.000334,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776866632.875574,CvtovQ4o8BOVAtJOf,192.168.8.123,51735,192.168.8.1,53,udp,dns,0.000693,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776866632.876297,C8c4nY2sVtvXBW93nf,192.168.8.123,43054,192.168.8.1,53,udp,dns,0.000368,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776866632.876792,CxDRi73of0NtY5M4U6,192.168.8.123,60769,192.168.8.1,53,udp,dns,0.000680,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776866632.877502,CjDly43LIAN2UCQeT4,192.168.8.123,46495,192.168.8.1,53,udp,dns,0.000348,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776866632.878001,CgH2AK3cuGkoVDwYec,192.168.8.123,52549,192.168.8.1,53,udp,dns,0.000684,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776866632.878727,C8WBla1kY7zkLenq9k,192.168.8.123,52693,192.168.8.1,53,udp,dns,0.000319,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776866632.879217,CidcyklyXMSNshrzf,192.168.8.123,50117,192.168.8.1,53,udp,dns,0.000682,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776866632.879934,C80cgp1HS8OLxFMuAe,192.168.8.123,38432,192.168.8.1,53,udp,dns,0.000368,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776866632.880452,CQdxdv4NyyIKqgu8xl,192.168.8.123,56518,192.168.8.1,53,udp,dns,0.000626,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776866632.881114,C5K5SObH6pmHILlKh,192.168.8.123,59172,192.168.8.1,53,udp,dns,0.000341,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776866632.881612,CiD3b73uxkVUkyBq62,192.168.8.123,59818,192.168.8.1,53,udp,dns,0.000678,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776866632.882324,C5yF811RXeWpmtu9jl,192.168.8.123,46765,192.168.8.1,53,udp,dns,0.000334,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
