ts,analyzer_kind,analyzer_name,uid,fuid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,failure_reason,failure_data
1776839857.348050,protocol,MQTT,Cpne2D43eoBwI1Tk99,-,192.168.8.140,58839,192.168.8.236,1883,tcp,Binpac exception: binpac exception: out_of_bound: MQTT_PDU:command: 55 > 47,-
